mediaID,mainTitle,broadcaster,longSummary,shortSummary,icons,subTitle,thumbnail,shareLink,Topic,season
POW_05073462,Tijd voor MAX,MAX,De burgemeester van Valkenburg aan de Geul Daan Prevoo en Clemence Ross van het Nationaal Rampenfonds maken de balans op van de inzamelingsactie n.a.v. de overstromingen in Zuid-Limburg van afgelopen zomer. * Nazmiye Oral over het derde seizoen van de misdaadserie Undercover. * Zangeres Suzan Seegers vertolkt de androgyne kant van David Bowie in januari tijdens Het BOWIE Concert. Suzan en John Vooijs geven een voorproefje. * Popjournalist Constant Meijers over zijn boek Hotel Californië en andere rock-'n-rollverhalen. * Verloskundige Michaela van Caspel bundelde verhalen van onverwachte bevallingen in het boek Donderslag bij heldere hemel.,"Te gast: Daan Prevoo, Clemence Ross, Constant Meijers, Nazmiye Oral, Suzan Seegers en John Vooijs, Michaela van Caspel en Marilon.",leeftijd-al,Wo 24 nov 17:10 - Seizoen 2021 Afl. 177 - Seizoen 3 van de serie Undercover,https://images.npo.nl/header/2560x1440/1639619.jpg,https://www.npostart.nl/POW_05073462,54,2021
VPWON_1233905,Het Zandkasteel,NTR,"Sassa is zich aan het verkleden. Eerst is ze een tijger. Toto wil meedoen, maar Sassa heeft haar kleed helemaal nodig. Ze wil ze ook een giraf zijn, met een hele lange nek. Maar de giraf heeft geen poten. Dan kan Toto mooi de poten van de giraf zijn! Even later zijn Sassa en Toto beren. Ze laten Koning Koos schrikken, maar Koning Koos laat de beren ook schrikken! Als Koning Koos wil gaan zwaaien ziet hij alleen maar twee poesjes. Gelukkig kunnen deze poesjes goed zwaaien, daag!","Peuterprogramma rond de avonturen van Toto, Sassa en Koning Koos in hun Zandkasteel.",leeftijd-al, 7 jul 2015 09:50 - Seizoen 2095 Afl. 252 - Verkleden,https://images.npo.nl/header/2560x1440/628717.jpg,https://www.npostart.nl/VPWON_1233905,59,2095
POW_03738647,Tijd voor MAX,MAX,"De Week van het Luisterboek staat op het punt van beginnen en Rik van de Westelaken maakt bij ons bekend welke vijf boeken op de shortlist staan van de Luisterboek-award 2018, de prijs voor het beste luisterboek van Nederland. * Rossana Kluivert komt bij ons langs om te vertellen over haar nieuwe televisieprogramma. Daarin laat ze zien hoe ze zich op Curaçao inzet voor zwerfhonden. Maar het blijft niet bij een programma, ze wil ook een een hulpcentrum voor honden opzetten op het eiland. Hoe gaat ze dat doen? * Cor Bakker schuift iedere maand bij ons aan met een andere artiest om een vergeten nummer onder de aandacht te brengen. Dit keer heeft hij een echte diva meegebracht: Karin Bloemen!","Te gast: Rik van de Westelaken, Sander Verheijen, Rossana Kluivert, Cor Bakker, Karin Bloemen, Hanneke Groenteman en John van den Heuvel.",leeftijd-al, 8 mei 2018 19:05 - Seizoen 2018 Afl. 86 - Luisteren naar boeken,https://images.npo.nl/header/2560x1440/1045795.jpg,https://www.npostart.nl/POW_03738647,54,2018
AT_2143018,Papadag,AVROTROS,"Martijns vrouw Merle is verliefd op een ander en Martijn probeert haar die ruimte te geven. Thijs, Sadiq, Brechtje en Romaris werken aan de bevruchting van 'hun' kind. Maar hoe pak je zoiets aan? Louis probeert in contact te komen met zijn zoon Jelle. Ronnie worstelt met zichzelf en wordt steeds closer met Sadiq. Martijn maakt gebruik van Bouzians gastvrijheid en trekt bij hem in in de loft. Dan staat er iemand onaangekondigd voor de deur.","Martijns vrouw Merle is verliefd op een ander en Martijn probeert haar die ruimte te geven. Thijs, Sadiq, Brechtje en Romaris werken aan de bevruchting van 'hun' kind. Maar hoe pak je zoiets aan?","leeftijd-12,discriminatie,drugs_en_alcohol,grof_taalgebruik", 3 jun 2020 23:15 - Seizoen 1 Afl. 7 - Down the drain,https://images.npo.nl/header/2560x1440/1398240.jpg,https://www.npostart.nl/AT_2143018,54,1
AT_2037303,EenVandaag,AVROTROS,"-Hervormingsplan Tsipras: geloven de Grieken het zelf? Het Griekse parlement is vandaag gevraagd in te stemmen met het hervormingsplan dat premier Alex Tsipras gisterenavond bij eurogroepvoorzitter Jeroen Dijsselbloem heeft ingediend. In ruil voor hogere belastingen en pensioenhervormingen vraagt Griekenland ongeveer 53 miljard euro aan leningen, over een periode van drie jaar. -Korpschef Bouman blikt terug op roerige weken. De dood van de Arubaan Mitch Henriquez na zijn gewelddadige arrestatie in het Haagse Zuiderpark heeft een verhit debat ontketend over de inzet van politiegeweld en of er sprake is van racisme bij de politie. Korpschef van de Nationale Politie Gerard Bouman blikt vanavond in EenVandaag terug op de afgelopen hectische weken. -Voluntourism: vrijwilligerswerk of industrie? Een schooltje bouwen of helpen in een weeshuis? Je bent 18, het eindexamen zit er op, en deze zomer wil je op reis. 'Voluntourism' is populair: Je ziet wat van de wereld en tegelijkertijd doe je vrijwilligerswerk. Maar veel jongeren hebben geen idee waar ze aan beginnen.",-Hervormingsplan Tsipras: geloven de Grieken het zelf? -Korpschef Bouman blikt terug op roerige weken. -Voluntourism: vrijwilligerswerk of industrie?,leeftijd-al,10 jul 2015 18:25 - Seizoen 2 Afl. 161 - EenVandaag,https://images.npo.nl/header/2560x1440/629962.jpg,https://www.npostart.nl/AT_2037303,54,2
POW_04918184,Goedemorgen Nederland,WNL,"Te gast zijn onderwijs-minister Arie Slob, rechtsgeleerde Afshin Ellian en politicoloog Keklik Yücel. Met hen hebben we het over de gevolgen van het geven van thuisonderwijs, over het kabinet dat morgen praat over de politieke gevolgen van de toeslagenaffaire en over het debat dat vandaag in de Tweede Kamer plaatsvindt over de financiële beïnvloeding van moskeeën vanuit het buitenland.","Te gast zijn onderwijs-minister Arie Slob, rechtsgeleerde Afshin Ellian en politicoloog Keklik Yücel.",leeftijd-al,14 jan 2021 09:15 - Seizoen 2021 Afl. 9 - Goedemorgen Nederland,https://images.npo.nl/header/2560x1440/1530132.jpg,https://www.npostart.nl/POW_04918184,32,2021
VPWON_1317562,De Boterhamshow,NTR,"In deze poppenshow ontvangt presentator 'Opper de Pop' tafelgasten, muzikanten en sidekicks als Nico de Neushoorn en Peter Allesweter. Achter de schermen probeert opnameleider Berny de chaotische boel bij elkaar te houden.","Educatief ontbijtprogramma voor kinderen én hun ouders. In deze poppenshow ontvangt presentator 'Opper de Pop' tafelgasten, muzikanten en sidekicks.",leeftijd-al, 1 apr 2020 07:40 - Seizoen 3 Afl. 73 - De Boterhamshow,https://images.npo.nl/header/2560x1440/1369013.jpg,https://www.npostart.nl/VPWON_1317562,54,3
VPWON_1329949,Ik mis je,EO,"Bo Suripatty is de jongste uit een Moluks gezin met acht kinderen. Zijn zus Audrey is vijf jaar ouder en de spil van de familie. Zij staat altijd voor iedereen klaar. Tijdens de kerstdagen bakt ze traditiegetrouw speciale lekkernijen, zoals olifantenoortjes en hartjeswafels. Maar afgelopen Kerst waren die er niet. Audrey wordt gemist in de familie. * Waar Ina van Laar een gevoelsmens is, is haar vader een echte doener. Tegen het einde van haar vaders leven mag Ina letterlijk en figuurlijk steeds dichter bij hem komen.",Bo Suripatty is de jongste uit een Moluks gezin met acht kinderen. Zijn zus Audrey is vijf jaar ouder en de spil van de familie. Maar afgelopen Kerst was ze er niet meer bij.,leeftijd-al,Zo 26 dec 08:55 - Seizoen 2021 Afl. 46 - Ik mis je,https://images.npo.nl/header/2560x1440/1651157.jpg,https://www.npostart.nl/VPWON_1329949,54,2021
VARA_101376460,Zembla,VARA,"Niet eerder was de simpele vraag aan de Nederlandse pensioenfondsen gesteld: waarin wordt ons pensioengeld belegd? Een onthullende uitzending is het gevolg. Het door Nederlanders verplicht afgedragen pensioengeld wordt belegd in wapenbedrijven die clusterbommen en landmijnen produceren: in bedrijven die het milieu ernstige schade toebrengen en in bedrijven die gebruik maken van kinderarbeid. Zembla onderzocht onder andere de geldstromen van de pensioenfondsen ABP, PGGM en het Spoorwegpensioenfonds die de controversiële investeringen bevestigen. Na deze uitzending beëindigen vele pensioenfondsen de beleggingen in de wapenindustrie en gaan ook pensioenfondsen voortaan duurzaam beleggen.",Nederlandse pensioenfondsen beleggen in wapenbedrijven die clusterbommen en landmijnen produceren. Zembla onderzoekt de geldstromen.,leeftijd-al,27 aug 2015 00:35 - Seizoen 3 Afl. 8 - Het clusterbomgevoel,https://images.npo.nl/header/2560x1440/645020.jpg,https://www.npostart.nl/VARA_101376460,37,3
AT_300003268,Zin in Zappelin,AVROTROS,"Vrolijk kleuterprogramma. Fenna Ramos woont met haar beste vriend en knuffel Zappie in een zappelin. Overal waar Fenna is, is Zappie ook. De hele dag door beleeft Fenna avonturen, vertelt ze verhalen, speelt ze spelletjes en kookt, knutselt en zingt ze vanuit haar woonkamer, slaapkamer of moestuin.","Vrolijk kleuterprogramma. Fenna Ramos woont met haar beste vriend en knuffel Zappie in een zappelin. Overal waar Fenna is, is Zappie.",leeftijd-al,Ma  4 okt 07:03 - Seizoen 15 Afl. 121 - Dierendag: Een groot dierenfeest!,https://images.npo.nl/header/2560x1440/1620786.jpg,https://www.npostart.nl/AT_300003268,59,15
VPWON_1325209,Nietalleen.nl,EO,Sarah uit Maastricht wil heel graag mensen uit haar woonplaats een hart onder de riem steken. Ze verkocht in de eerste golf posters waarop staat 'Haw Pin' (Houd Moed) en organiseerde van de opbrengst een diner voor eenzame ouderen. Nu laat ze deze hoopvolle tekst verwerken op lokale producten als vlaaien. En Bert gaat samen met Gloria op pad om voedselpakketten uit te delen bij mensen die het niet breed hebben.,Sarah uit Maastricht wil heel graag mensen uit haar woonplaats een hart onder de riem steken. Ze verkocht in de eerste golf posters waarop staat 'Haw Pin' (Houd Moed).,leeftijd-al,11 nov 2020 16:40 - Seizoen 2020 Afl. 29 - Nietalleen.nl,https://images.npo.nl/header/2560x1440/1505705.jpg,https://www.npostart.nl/VPWON_1325209,44,2020
POW_04864759,Tijd voor MAX,MAX,"Wat komt er allemaal kijken bij de organisatie van het Eurovisie Songfestival? Lammert de Bruin ging voor een podcastserie op onderzoek uit. * Sinds vorig jaar oktober is in opdracht van het ministerie van VWS het landelijk expertisecentrum C-support actief, dat patiënten met langdurige coronaklachten nazorg biedt. Te gast is voormalig huisarts en zoönose-expert Alfons Olde Loohuis. * Morgen begint de serie #Ajouad met onderwerpen, thema's en subgroepen die actueel en soms controversieel zijn. * Hoe heeft GGD-directeur Sjaak de Gouw naar de persconferentie gekeken en wat vindt hij van de vaccinatiestrategie? * Willemijn Verkaik treedt op.","Te gast: Sjaak de Gouw, Ajouad El Miloudi, Alfons Olde Loohuis, Willemijn Verkaik en Lammert de Bruin.",leeftijd-al,Wo 14 apr 17:05 - Seizoen 2021 Afl. 68 - Nieuws uit musicalland,https://images.npo.nl/header/2560x1440/1563586.jpg,https://www.npostart.nl/POW_04864759,54,2021
KN_1656559,De rijdende rechter,NCRV,"Vanavond gaat het over het akkefietje tussen Gerard en Ed. Meester Visser heeft een heleboel meetwerk te verrichten in Nieuwerkerk aan de IJssel. In het middelste huisje van drie wonen Ed en Jacqueline. Naast hen wonen aan allebei de kanten huurders. Gerard van Weelde is de eigenaar en verhuurt deze huizen voor zijn oudedagvoorziening. Hij komt eigenlijk nooit langs bij zijn huisjes, totdat hij lucht krijgt van de aanbouw die Ed aan de achterkant van zijn woning getimmerd heeft. Volgens Van Weelde gaat de aanbouw over de erfgrens heen, belemmert de aanbouw een raam, komt de voordeur in de aanbouw op het erf van zíjn huis uit en zijn de huurders het gebruik van het overpad door Ed en Jacqueline ook wel zat. Kortom, Van Weelde wil van die akelige aanbouw af.",Vanavond gaat het over het akkefietje tussen Gerard en Ed. Meester Visser heeft een heleboel meetwerk te verrichten in Nieuwerkerk aan de IJssel.,grof_taalgebruik, 8 apr 2014 22:20 - Seizoen 2014 Afl. 13 - Akelige aanbouw,https://images.npo.nl/header/2560x1440/741789.jpg,https://www.npostart.nl/KN_1656559,59,2014
KN_1716942,SpangaS,KRO-NCRV,JJ verkoopt Maxima's spullen. Joris gaat zijn droom achterna en Mo stort zijn hart uit bij de psycholoog. Olivier is oprecht bezorgd en wil weten wat er met Lesley is. Durft Lesley eerlijk te zijn?,JJ verkoopt Maxima's spullen. Mo stort zijn hart uit bij de psycholoog. Olivier is oprecht bezorgd en wil weten wat er met Lesley is.,"leeftijd-9,angst,grof_taalgebruik", 7 okt 2020 18:25 - Seizoen 22 Afl. 28 - Alles is te koop,https://images.npo.nl/header/2560x1440/1491087.jpg,https://www.npostart.nl/KN_1716942,54,22
POW_03877042,NoNo,AVROTROS,"No-No is een vogelbekdier dat elke dag wakker wordt met een nieuw idee. Hij weet niet zo goed wat hij met al die ideeën moet, maar gelukkig heeft hij genoeg vriendjes die hem willen helpen.","No-No is een vogelbekdier dat elke dag wakker wordt met een nieuw idee. Hij weet niet zo goed wat hij met al die ideeën moet, maar gelukkig heeft hij genoeg vriendjes die hem willen helpen.",leeftijd-al,13 mrt 2019 10:55 - Seizoen 1 Afl. 48 - Al is de leugen nog zo snel...,https://images.npo.nl/header/2560x1440/1200465.jpg,https://www.npostart.nl/POW_03877042,54,1
BV_101398695,Frontberichten,BNNVARA,Mensen die de Nederlandse samenleving door deze crisis slepen houden via vlogs het land op de hoogte van hoe zij deze periode beleven. Een dagelijkse update met berichten van de frontlinie.,Mensen die de Nederlandse samenleving door deze crisis slepen houden via vlogs het land op de hoogte van hoe zij deze periode beleven.,leeftijd-al,11 apr 2020 22:00 - Seizoen 1 Afl. 23 - Frontberichten,https://images.npo.nl/header/2560x1440/1376145.jpg,https://www.npostart.nl/BV_101398695,44,1
POW_04184594,Hoi Duggee,AVROTROS,"Animatieserie over de Guppie club, een activiteitenclub voor kinderen. Ze beleven tal van avonturen en ontvangen een sticker wanneer ze een opdracht goed hebben uitgevoerd.","Animatieserie over de Guppie club, een activiteitenclub voor kinderen. Ze beleven tal van avonturen en ontvangen een sticker wanneer ze een opdracht goed hebben uitgevoerd.",leeftijd-al,18 jul 2019 09:25 - Seizoen 2 Afl. 33 - De eilandsticker,https://images.npo.nl/header/2560x1440/1243949.jpg,https://www.npostart.nl/POW_04184594,59,2
POW_04425924,Lucas,NTR,Er is een vaas van Jeff gebroken en Benedicte verdenkt Lucas. Die gaat op onderzoek uit en ontdekt wie de echte dader is.,Er is een vaas van Jeff gebroken en Benedicte verdenkt Lucas. Die gaat op onderzoek uit en ontdekt wie de echte dader is.,"leeftijd-6,geweld,angst,grof_taalgebruik",10 dec 2019 16:00 - Seizoen 1 Afl. 10 - Het onderzoek,https://images.npo.nl/header/2560x1440/1509375.jpg,https://www.npostart.nl/POW_04425924,54,1
VPWON_1272242,Het Zandkasteel,NTR,"Sassa en Toto maken waterijsjes. Die kun je niet meteen opeten. Eerst moeten ze in de vriezer. Morgen zijn ze klaar. Sassa en Toto gaan dus maar gauw slapen, ook al is het nog geen bedtijd.","Sassa en Toto maken waterijsjes. Die kun je niet meteen opeten. Eerst moeten ze in de vriezer. Morgen zijn ze klaar. Sassa en Toto gaan dus maar gauw slapen, ook al is het nog geen bedtijd.",leeftijd-al,25 mei 2018 11:25 - Seizoen 2014 Afl. 222 - Naar bed gaan,https://images.npo.nl/header/2560x1440/1052107.jpg,https://www.npostart.nl/VPWON_1272242,54,2014
POW_04560665,Tijd voor MAX,MAX,"Het Mauritshuis in Den Haag presenteert de resultaten van een groot onderzoek naar Vermeers beroemde schilderij 'Meisje met de parel'. We bespreken de resultaten met Martine Gosselink. * Vanmiddag nam minister van Rijn de eerste lading mondkapjes van Nederlandse bodem in ontvangst. Vanaf nu worden er wekelijks een miljoen mondkapjes in Nederland gemaakt. Dat moet de schaarste aan materiaal oplossen. Met Jos de Blok, oprichter van de thuiszorgorganisatie Buurtzorg, bespreken we dit nieuws. * Nicoline Wisse Smit praat over haar boek Ik min je. * En Rudy Bennett treedt op.","Te gast: Martine Gosselink, Nicoline Wisse Smit, Jos de Blok, Rudy Bennett en Ted van Essen.",leeftijd-al,28 apr 2020 17:10 - Seizoen 2020 Afl. 78 - Groot onderzoek naar Vermeers Meisje met de parel,https://images.npo.nl/header/2560x1440/1384066.jpg,https://www.npostart.nl/POW_04560665,54,2020
POW_04010600,Buurman en Buurman,VPRO,Animatie. Nieuwe belevenissen van de ongekend populaire serie over twee klunzige maar altijd positieve buurmannen. Met de stemmen van Kees Prins en Siem van Leeuwen.,Animatie. Nieuwe belevenissen van de ongekend populaire serie over twee klunzige maar altijd positieve buurmannen. Met de stemmen van Kees Prins en Siem van Leeuwen.,leeftijd-al,Buurman en Buurman hebben een nieuw huis,https://images.npo.nl/header/2560x1440/1169977.jpg,https://www.npostart.nl/POW_04010600,54,0
BV_101406756,Typisch,BNNVARA,"Edith geeft niet alleen muziekles, maar is ook in te huren als zangeres. Vandaag zingt ze bij de kerkelijke inzegening van een huwelijk. Peter en Diana gaan met vakantie. De organisatie Topsport for Life organiseert reizen, speciaal voor mensen die ongeneeslijk ziek zijn. Harrie is een bekend gezicht in Eijsden en maakt met iedereen een praatje. De dag begint vandaag met het strijken van zijn voetbaloverhemd en het bijhouden van de stand van het viijde team. Oud-mijnwerker Toni en zijn vrouw Wilma gaan naar het mijnmuseum. 35 jaar geleden kreeg Toni een heel ernstig ongeluk in de mijn, waarbij zijn halve gezicht werd weggeslagen.",Edith is in te huren als zangeres. Peter en Diana gaan met vakantie. Harrie strijkt zijn voetbaloverhemd en houdt de stand bij van het vijfde team. Toni en Wilma gaan naar het mijnmuseum.,leeftijd-al,Do 25 nov 19:20 - Seizoen 40 Afl. 4 - Typisch Eijsden,https://images.npo.nl/header/2560x1440/1634213.jpg,https://www.npostart.nl/BV_101406756,54,40
POW_00319286,Jungle Book,KRO,"Wanneer de bliksem een grote brand heeft veroorzaakt in de bergen, moet Ponya rennen voor haar leven. De sluwe Tabaqui drijft haar in het leefgebied van Shere Kahn.","Wanneer de bliksem een grote brand heeft veroorzaakt in de bergen, moet Ponya rennen voor haar leven. De sluwe Tabaqui drijft haar in het leefgebied van Shere Kahn.","leeftijd-6,geweld,angst",14 nov 2011 17:52 - Seizoen 1 Afl. 37 - Chil en de vuurzee,https://images.npo.nl/header/2560x1440/545857.jpg,https://www.npostart.nl/POW_00319286,44,1
VPWON_1287904,Nederland Zingt op Zondag,EO,"12 en 13 mei 2018 staan in het teken van het 70-jarig bestaan van de staat Israël. Ook vandaag laten we deze gelegenheid niet aan ons voorbijgaan om dit mee te vieren. Wat je kunt verwachten? Prachtige passende liederen over het beloofde land, maar natuurlijk ook liederen vol bemoediging en troost.",12 en 13 mei 2018 staan in het teken van het 70-jarig bestaan van de staat Israël. Ook vandaag laten we deze gelegenheid niet aan ons voorbijgaan om dit mee te vieren.,leeftijd-al,13 mei 2018 09:15 - Seizoen 2018 Afl. 21 - Verbonden met Israël,https://images.npo.nl/header/2560x1440/1047538.jpg,https://www.npostart.nl/VPWON_1287904,59,2018
POW_04765826,Kerstgezel.nl,MAX,"Noor wil haar familie niet meer onder ogen komen en met het bedrijfje Kerstgezel.nl is ze ook helemaal klaar. Ze besluit in haar eentje op vakantie te gaan, maar als ze dan een geheimzinnige kerstgezelaanvraag krijgt, besluit ze er toch op in te gaan.",Noor wil haar familie niet meer onder ogen komen en met het bedrijfje Kerstgezel.nl is ze ook helemaal klaar. Ze wil eigenlijk op vakantie gaan maar dan komt er een geheimzinnige kerstgezelaanvraag.,leeftijd-al,27 dec 2020 21:30 - Seizoen 1 Afl. 4 - Oud of nieuw,https://images.npo.nl/header/2560x1440/1517255.jpg,https://www.npostart.nl/POW_04765826,54,1
KN_1703199,Zappbios: Het monsterlijk toilet,KRO-NCRV,"Het negenjarige meisje Ester moet haar angsten voor een vreemde omgeving overwinnen nadat ze samen met haar vader in een nieuwe buurt is komen wonen. Op een dag moet Ester na school naar mevrouw Richmond, omdat haar vader moet werken. Ze is bang voor het toilet van mevrouw Richmond, omdat verteld wordt dat dit toilet al talloze kinderen heeft opgegeten.","Ester en haar vader zijn verhuisd. Op een dag moet Ester na school naar mevrouw Richmond. Ze is bang voor het toilet van mevrouw Richmond, omdat verteld wordt dat dit toilet kinderen heeft opgegeten.",leeftijd-al,Jeugd - Film,https://images.npo.nl/header/2560x1440/1251552.jpg,https://www.npostart.nl/KN_1703199,54,0
VPWON_1283362,Het Klokhuis,NTR,Het is bijna Koningsdag en op deze dag zijn we allemaal een beetje aan het ondernemen. Veel kinderen verkopen hun spulletjes op de vrijmarkt of verzinnen gekke acties en optredens. Hoe verkoop je op Koningsdag nou het best je oude speelgoed en hoe zorg je ervoor dat mensen nou juist naar jouw kraampje komen? Sosha krijgt tips van marktkooplui van een van de grootste markten in Nederland. En ze leert ook hoe je een goed reclamebord maakt.,Het is bijna Koningsdag en op deze dag zijn we allemaal een beetje aan het ondernemen. Veel kinderen verkopen hun spulletjes op de vrijmarkt of verzinnen gekke acties en optredens.,leeftijd-al,26 apr 2019 18:35 - Seizoen 31 Afl.  - Het Klokhuis Onderneemt: Koningsdag,https://images.npo.nl/header/2560x1440/1213029.jpg,https://www.npostart.nl/VPWON_1283362,59,31
POW_03738393,Hallo Nederland,MAX,"Er is een schrijnend tekort aan onderzoek naar ME, ook wel chronisch vermoeidheidssyndroom. Daarom moet er meer geld komen, veel meer geld voor onderzoek. Patiëntenorganisaties voeren daarom actie. En ook de zorg voor ME-patiënten moet beter, zo concludeert de Gezondheidsraad. Naar schatting leven er in Nederland zo'n 30.000 ME-patiënten. Een van hen is Marlies de Groot. * Een Frans gezin is goed weggekomen in het cheetaverblijf in de Beekse Bergen. De familie stapte daar uit hun auto. Maar cheeta's, oftewel jachtluipaarden, zijn gevaarlijke, wilde dieren. En dus waarschuwt de Beekse Bergen op alle mogelijke manieren om vooral niet uit de auto te stappen. Onze verslaggever maakt een ritje door het safaripark en blijft natuurlijk veilig in de auto zitten. * Het Nationale Park de Hoge Veluwe krijgt maandelijks honderdduizend foto's binnen van dieren die in het park leven. Deze foto's worden gebruikt voor onderzoek, maar het park stuit op een probleem: er komen zoveel foto's binnen, dat het voor de boswachters niet te doen is om die foto's allemaal zelf te bekijken. Daarom is het park op zoek naar vrijwilligers die mee willen helpen om de mooie beelden te analyseren.","Te weinig onderzoek naar ME, veilig bezoek aan Beekse Bergen en Het Nationale Park de Hoge Veluwe heeft hulp nodig.",leeftijd-al,11 mei 2018 18:25 - Seizoen 2018 Afl. 90 - Hallo Nederland,https://images.npo.nl/header/2560x1440/1046999.jpg,https://www.npostart.nl/POW_03738393,54,2018
POW_05026947,Goedemorgen Nederland,WNL,"Te gast: Politiek verslaggever van Elsevier Weekblad Eric Vrijsen, middelbareschooldirectrice Els de Ruijter en diplomatiedeskundige Robert van de Roer. Met hen hebben we het over de EU die praat over het opleggen van sancties tegen Wit-Rusland en de wens van het kabinet om de middelbare scholen vanaf volgende week weer volledig te openen.","Te gast: Politiek verslaggever van Elsevier Weekblad Eric Vrijsen, middelbareschooldirectrice Els de Ruijter en diplomatiedeskundige Robert van de Roer.",leeftijd-al,Di 25 mei 09:10 - Seizoen 2021 Afl. 102 - Goedemorgen Nederland,https://images.npo.nl/header/2560x1440/1578295.jpg,https://www.npostart.nl/POW_05026947,32,2021
KN_1716977,SpangaS,KRO-NCRV,Noor voelt zich buitengesloten door Joris. Kan Mo dit voor haar veranderen? Horen Luna en Maxima Minne op de geluidsopname? Lesley en Olivier saboteren de geestenvideo-actie van Jackie.,Noor voelt zich buitengesloten door Joris. Kan Mo dit voor haar veranderen? Horen Luna en Maxima Minne op de geluidsopname?,"leeftijd-9,angst,grof_taalgebruik",25 nov 2020 18:25 - Seizoen 22 Afl. 63 - De geest,https://images.npo.nl/header/2560x1440/1510274.jpg,https://www.npostart.nl/KN_1716977,44,22
BV_101406953,NOOD,BNNVARA,"Wanneer haar zestienjarige zoon Ruben na een ruzie de deur uitstormt, belt Vera naar 112. Centralist Joyce probeert haar meteen gerust te stellen. Nog maar twintig minuutjes weg en volop aan het puberen - die komt vanzelf wel weer terug. Er lijkt weinig aan de hand te zijn, maar dan komt er een verontrustende melding binnen.","Wanneer haar puberzoon na een ruzie de deur uitstormt, belt Vera naar 112. Voor centralist Joyce lijkt er weinig aan de hand te zijn, maar dan komt er een verontrustende melding binnen.","leeftijd-12,angst,grof_taalgebruik",Di 15 feb 21:15 - Seizoen 1 Afl. 12 - Spoor,https://images.npo.nl/header/2560x1440/1634381.jpg,https://www.npostart.nl/BV_101406953,54,1
POW_00163257,Pingu,VPRO,Kleianimatieserie over de kleine pinguïn Pingu.,Kleianimatieserie over de kleine pinguïn Pingu.,leeftijd-al,11 feb 2009 11:45 - Seizoen 3 Afl. 19 - Pingu speelt tikkertje,https://images.npo.nl/header/2560x1440/440288.jpg,https://www.npostart.nl/POW_00163257,0,3
AT_2042973,EenVandaag,AVROTROS,"Met: 'Politiemol deed zaken met hennepwereld'. Politiemol Mark M., verdacht van het op grote schaal lekken van geheime recherche-informatie aan criminelen, deed zaken met de georganiseerde hennepteelt in het zuiden van het land. * Wat zijn de banden tussen Turkije en IS? Twee Turkse journalisten die onthullende foto's publiceerden over Turkse wapenleveranties aan terreurorganisatie IS hangt een levenslange gevangenisstraf boven het hoofd. * Oudere acteurs terug op het podium in aangepaste vorm. Grandes dames Ingeborg Elzevier, Trudy Labij en Gerrie van der Klei staan weer op het podium. Ze spelen in het speciaal voor hen geschreven toneelstuk Vrouwen van Later. * Gaan de Britten bombarderen in Syrië? Gaat Groot-Brittannië - in navolging van de VS, Rusland en Frankrijk - ook bombarderen in Syrië? Het is een heikel punt waar het Britse Lagerhuis morgen over moet gaan stemmen.",Met: 'Politiemol deed zaken met hennepwereld' * Wat zijn de banden tussen Turkije en IS? * Oudere acteurs terug op het podium in aangepaste vorm * Gaan de Britten bombarderen in Syrië?,leeftijd-al, 1 dec 2015 18:15 - Seizoen 2 Afl. 284 - EenVandaag,https://images.npo.nl/header/2560x1440/640474.jpg,https://www.npostart.nl/AT_2042973,44,2
BV_101407727,First Dates,BNNVARA,Waar vind je de echte liefde? Het First Dates restaurant opent weer haar deuren. De gasten zijn single en op zoek naar de ware. We zien singles die dromen van een geschikte partner. Leidt een eerste date tot een tweede? En wie vindt de perfecte match?,Het First Dates restaurant zit vol met singles op hun eerste afspraak. De kijker krijgt de kans hun eerste en vaak ongemakkelijke gesprek te volgen.,"leeftijd-al,grof_taalgebruik",Di 15 mrt 19:25 - Seizoen 26 Afl. 29 - First Dates,https://images.npo.nl/header/2560x1440/1678568.jpg,https://www.npostart.nl/BV_101407727,54,26
